head,relation,tail,label
evt_visit_chapel,AVVIENE_DOPO,evt_narrator_observes_harpooneer,0
evt_narrator_retires,AVVIENE_IN,loc_inn_room,1
char_chambermaid,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_chambermaid_called,0
evt_sperm_whale_description,AVVIENE_DOPO,evt_ahab_stubb_confrontation,0
evt_algerine_porpoise_description,AVVIENE_IN,loc_metropolitan_society,0
evt_failure_to_spot_whale,AVVIENE_IN,loc_windsor_castle,0
evt_book_explanation,PARTECIPA_COME_AMICO,char_queequeg,0
evt_queequeg_seeks_passage,AVVIENE_DOPO,evt_queequeg_embraces_narrator,0
evt_leaving_ship,AVVIENE_IN,loc_cape_cod,0
char_narrator,PARTECIPA_COME_SOGGETTO,evt_leap,0
loc_gay_head,COME,CAMPO_DI_BATTAGLIA,0
evt_dismissal,AVVIENE_DOPO,,1
evt_peleg_bildad_debate,PARTECIPA_COME_SOGGETTO,evt_narrator_asks_about_return,0
char_ahab,PARTECIPA_COME_SOGGETTO,evt_signing,0
evt_queequeg_found,COME,RIVELAZIONE_SCOPERTA,1
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_anchor_up,0
evt_elijah_following,PARTECIPA_COME_DESTINANTE,char_elijah,0
char_folio_whale,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_queequeg_signing,0
evt_oath_ceremony,AVVIENE_DOPO,evt_dough_boy_torment,0
evt_decision_sailor,AVVIENE_DOPO,evt_boarding,0
evt_ahab_dinner,AVVIENE_DOPO,evt_killer_description,0
evt_contemplation_water,AVVIENE_IN,loc_inn_room,0
evt_bildad_meeting,PARTECIPA_COME_SOGGETTO,evt_ishmael_approaches,0
evt_ahab_arrival,AVVIENE_IN,loc_queequeg_room,0
char_queequeg,PARTECIPA_COME_DONATORE,evt_queequeg_springs_into_bed,0
evt_raving,AVVIENE_IN,loc_boat,0
char_bildad,PARTECIPA_COME_SOGGETTO,evt_cod_chowder,0
char_willis_ellery,PARTECIPA_COME_OPPONENTE_RIVALE,evt_whale_confines_speaker,0
evt_ishmael_queequeg_departure,AVVIENE_DOPO,evt_octavo_introduction,0
evt_peleg_bildad_debate,AVVIENE_DOPO,evt_classification,0
evt_ramadan_ends,AVVIENE_DOPO,evt_potential_fall,0
char_narrator,PARTECIPA_COME_CONIUGE_FAMILIARE,evt_cod_chowder,0
evt_essex_destroyed,AVVIENE_IN,loc_queequeg_room,0
evt_creation,AVVIENE_DOPO,,1
evt_friendship_declaration,COME,ESPOSIZIONE,0
evt_jonah_swallowed,COME,LOTTA_SCONTRO,0
evt_whale_questions,AVVIENE_DOPO,evt_landlord_explains,0
evt_queequeg_embraces_narrator,AVVIENE_DOPO,evt_ishmael_covers_queequeg,0
evt_queequeg_silent,COME,ESPOSIZIONE,0
evt_greenhorn_mimics,AVVIENE_DOPO,evt_wheelbarrow_story,0
char_white_whale,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_whale_hunting,0
loc_coast_of_japan,COME,RIFUGIO,0
evt_creation,AVVIENE_DOPO,evt_oath_ceremony,0
char_sperm_whale,PARTECIPA_COME_SOGGETTO,evt_standing_masthead,0
char_jonesey,PARTECIPA_COME_SOGGETTO,evt_loss_of_identity,0
evt_homeward_voyage,AVVIENE_DOPO,evt_contemplation_water,0
evt_narrator_runs_to_landlord,AVVIENE_DOPO,evt_landlord_arrives,1
char_tashtego,PARTECIPA_COME_SOGGETTO,evt_voyage,1
char_jonah,PARTECIPA_COME_SOGGETTO,evt_death_father,0
evt_fasting,AVVIENE_IN,loc_masthead,0
char_ahab,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_night_watches,0
evt_john_talbot_lost,AVVIENE_DOPO,evt_lay_negotiation,0
char_mates,PARTECIPA_COME_DESTINATARIO,evt_raving,0
evt_bildad_meeting,AVVIENE_IN,loc_chapel,0
evt_narrator_sleeps,AVVIENE_IN,loc_parliament,0
char_saint_stylites,PARTECIPA_COME_SOGGETTO,evt_sailing_pequod,0
char_ishmael,PARTECIPA_COME_DONATORE,evt_ishmael_argues,0
evt_potential_fall,AVVIENE_DOPO,evt_decision,0
evt_melancholy_reflection,COME,SACRIFICIO,0
char_thrasher,PARTECIPA_COME_SOGGETTO,evt_whaling,0
evt_nathan_whaling,COME,SPOSTAMENTO_VIAGGIO,0
loc_boat,COME,SPAZIO_AFFETTIVO,0
char_usher,PARTECIPA_COME_DESTINATARIO,evt_dusting_grammars,0
evt_clam_chowder,COME,SPOSTAMENTO_VIAGGIO,0
evt_southern_voyage,AVVIENE_DOPO,evt_captain_relents,0
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_arrival,1
char_harpooneer,PARTECIPA_COME_OPPONENTE_RIVALE,evt_elijah_encounter,0
evt_frobisher_presentation,COME,SPOSTAMENTO_VIAGGIO,1
evt_queequeg_threatens,AVVIENE_DOPO,evt_settle_bill,0
evt_ahab_dinner,PARTECIPA_COME_DESTINATARIO,evt_door_locked,0
ship_hobomack,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_harpooneer_undresses,0
char_jonah,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_queequeg_examines_tomahawk,0
evt_ahab_leg_loss,AVVIENE_IN,loc_nantucket,0
evt_nathan_whaling,COME,ESPOSIZIONE,0
evt_whale_hunt,AVVIENE_IN,loc_ocean,1
evt_address,AVVIENE_IN,loc_battery,0
evt_meditation_at_masthead,COME,CAMBIAMENTO_DI_STATO,1
char_whale,PARTECIPA_COME_DESTINANTE,evt_harpoon,0
char_starbuck_wife,PARTECIPA_COME_SOGGETTO,evt_grog_ceremony,0
evt_jonah_flight,COME,SACRIFICIO,0
char_old_man,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_swearing_in,0
evt_interview,AVVIENE_DOPO,evt_gold_offering,0
char_stubb,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_ahab_soliloquy,0
evt_loss_of_identity,AVVIENE_IN,loc_vaticans,0
char_ahab,PARTECIPA_COME_SOGGETTO,evt_borrow_wheelbarrow,0
evt_narrator_reveals_whaling_plan,AVVIENE_DOPO,evt_ahab_leg_loss,0
evt_painting_study,AVVIENE_IN,loc_entry,1
evt_nantucket_voyage,COME,VITTORIA,0
evt_research,COME,PREPARAZIONE,0
evt_social_smoke,PARTECIPA_COME_DESTINANTE,char_ishmael,0
char_narrator,COME,SOGGETTO_EROE,1
evt_classification,AVVIENE_DOPO,evt_grampus_description,1
evt_harpoon_confiscation,AVVIENE_IN,loc_chapel,0
evt_sea_storm,COME,LOTTA_SCONTRO,0
evt_queequeg_whittling,AVVIENE_DOPO,evt_charity_gift,0
evt_leicester_presentation,AVVIENE_DOPO,evt_mealy_porpoise_description,0
loc_harbor,COME,LA_SOGLIA,0
evt_dyspepsia_discussion,AVVIENE_IN,loc_pequod,0
char_jonesey,COME,SOGGETTO_EROE,0
loc_whale_ship,COME,IL_SALOTTO,0
obj_painting,PARTECIPA_COME_SOGGETTO,evt_landlord_explains,0
char_seth_macy,PROVIENE_DA,loc_tisbury,0
evt_head_peddling_revealed,AVVIENE_IN,loc_inn,1
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_board_pequod,1
loc_mainmast,COME,RIFUGIO,0
evt_papers_challenge,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_whale_crew_death,0
char_mates,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_compilation,0
evt_visit_chapel,PARTECIPA_COME_SOGGETTO,evt_address,0
ship_globe,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_whaling_business,0
evt_narrator_reflection,COME,LOTTA_SCONTRO,0
evt_narrator_sleeps,AVVIENE_IN,loc_deep,0
evt_gift_giving,PARTECIPA_COME_DESTINATARIO,evt_father_mapple_rises,0
char_tashtego,COME,OGGETTO_DI_VALORE,0
char_ishmael,PARTECIPA_COME_SOGGETTO,evt_smoking_in_bed,0
loc_southern_seas,COME,ALL_APERTO,1
char_bildad,PARTECIPA_COME_OPPONENTE_RIVALE,evt_dinner_announcement,0
evt_hauling,AVVIENE_DOPO,evt_captain_hardy_killed,0
evt_failure_to_spot_whale,AVVIENE_IN,loc_childhood_room,0
evt_deliverance,AVVIENE_DOPO,evt_jonah_prayer,1
char_alfred_great,PARTECIPA_COME_SOGGETTO,evt_ahab_appears,0
char_subsub,PARTECIPA_COME_DONATORE,evt_charity_provisioning,0
evt_father_mapple_enters,AVVIENE_IN,loc_ship,0
evt_jonah_repentance,COME,RIVELAZIONE_SCOPERTA,1
entity_whale,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_whaling_voyage,0
char_ahab,PARTECIPA_COME_SOGGETTO,evt_compilation,0
evt_elijah_following,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_wheelbarrow_story,0
evt_nantucket_voyage,PARTECIPA_COME_SOGGETTO,char_ishmael,1
evt_jonah_obedience,COME,DISTRICAMENTO,0
char_starbuck,PARTECIPA_COME_SOGGETTO,evt_consultation,0
evt_classification,COME,PREPARAZIONE,0
evt_landlord_reassures,AVVIENE_IN,loc_inn,0
evt_planning,AVVIENE_IN,loc_forecastle,0
evt_mutiny,AVVIENE_IN,loc_foretop,0
evt_clam_chowder,AVVIENE_IN,loc_deep,0
evt_starbuck_objection,AVVIENE_IN,loc_rokovoko,0
evt_queequeg_seeks_passage,AVVIENE_IN,loc_bedroom,0
evt_boarding,AVVIENE_DOPO,evt_queequeg_visits_nantucket,0
char_mate,COME,SOGGETTO_EROE,0
char_subsub,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_address,1
evt_interrogation,COME,PREDICAMENTO,0
evt_hump_back_description,COME,ESPOSIZIONE,1
evt_dismissal,AVVIENE_DOPO,evt_captain_confronts_queequeg,0
evt_jonah_mission,COME,ESPOSIZIONE,1
evt_retaking,PARTECIPA_COME_SOGGETTO,char_queequeg,0
char_old_man,PARTECIPA_COME_SOGGETTO,evt_crew_assembly,0
evt_fasting,COME,PREDICAMENTO,0
evt_sailing_pequod,AVVIENE_DOPO,evt_return_ashore,1
char_folio_whale,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_preparations,0
evt_failure_to_spot_whale,COME,SCONFITTA,1
evt_speaker_calls_god,AVVIENE_IN,loc_deck,0
char_sulphur_bottom_whale,PARTECIPA_COME_SOGGETTO,evt_daggoo_spanish_fight,0
loc_pulpit,COME,RIFUGIO,1
evt_stroll_through_streets,COME,SACRIFICIO,0
char_moby_dick,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_ahab_confession,0
char_queequeg,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_wedding_feast_story,0
char_algerine_porpoise,PROVIENE_DA,loc_ocean,0
loc_docks,COME,IL_SALOTTO,0
evt_harpooneer_arrives,AVVIENE_DOPO,evt_squall_approaching,0
char_whale,PARTECIPA_COME_OPPONENTE_RIVALE,evt_captains_emerge,0
evt_ishmael_covers_queequeg,AVVIENE_IN,loc_queequeg_room,1
char_elijah,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_departure,1
char_narrator,PARTECIPA_COME_OPPONENTE_RIVALE,evt_narrator_meets_queequeg,0
char_god,COME,AIUTANTE_MAGICO,1
evt_childhood_memory,AVVIENE_DOPO,evt_borrow_wheelbarrow,0
char_starbuck,PARTECIPA_COME_DESTINATARIO,evt_ramadan_ends,0
evt_father_mapple_removes_clothes,COME,PREPARAZIONE,0
evt_breakfast,AVVIENE_DOPO,evt_discovery_spouter_inn,0
evt_leg_loss,COME,SCONFITTA,0
evt_cetology_discourse,COME,RIVELAZIONE_SCOPERTA,1
char_sailors,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_jonah_cast_overboard,0
evt_queequeg_threatens,AVVIENE_DOPO,evt_peleg_kick,0
evt_queequeg_rescues_greenhorn,AVVIENE_IN,loc_native_woodlands,0
evt_bedtime_chat,PARTECIPA_COME_CONIUGE_FAMILIARE,char_ishmael,0
char_landlord,PARTECIPA_COME_DONATORE,evt_voyage,0
evt_jonah_obedience,COME,ALLEANZA_PATTO,0
evt_morning_stroll,AVVIENE_DOPO,evt_standing_masthead,0
evt_landlord_reassures,AVVIENE_DOPO,evt_narrator_runs_to_landlord,1
evt_crew_assembly,AVVIENE_DOPO,evt_crew_singing,0
loc_grammar_school,COME,IL_SALOTTO,0
evt_recovery_appearance,AVVIENE_DOPO,evt_harpoon_test,0
char_pip,PARTECIPA_COME_SOGGETTO,evt_squall,1
evt_harpoon_found,AVVIENE_IN,loc_river_mouths,0
evt_church_encounter,AVVIENE_IN,loc_pulpit,0
evt_queequeg_childhood,AVVIENE_IN,loc_whale_ship,0
evt_voyage,AVVIENE_DOPO,evt_deliverance,0
loc_pacific_coast,COME,SPAZIO_STRATEGICO,0
char_starbuck_child,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_crew_assembly,0
evt_whale_crew_death,PARTECIPA_COME_OGGETTO_BERSAGLIO,char_walter_canny,1
evt_father_mapple_reads_hymn,AVVIENE_IN,loc_inn,0
char_leviathan,PROVIENE_DA,loc_sea,1
char_narrator,PARTECIPA_COME_SOGGETTO,evt_queequeg_tosses_greenhorn,0
evt_queequeg_visits_nantucket,AVVIENE_DOPO,evt_oath_ceremony,0
evt_dismemberment,COME,SCONFITTA,1
evt_missed_packet,AVVIENE_DOPO,evt_whaling_voyage,0
char_starbuck,PARTECIPA_COME_SOGGETTO,evt_narrator_retires,0
char_tashtego,PARTECIPA_COME_SOGGETTO,evt_squall_approaching,0
evt_razor_back_description,AVVIENE_DOPO,evt_hump_back_description,1
loc_wharf,COME,CAMPO_DI_BATTAGLIA,0
char_narrator,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_narrator_waiting,0
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_grampus_description,0
evt_killer_attacks_folio,AVVIENE_DOPO,evt_thrasher_description,1
char_mrs_hussey,PARTECIPA_COME_SOGGETTO,evt_harpoon_missing,1
loc_whalemans_chapel,COME,AL_CHIUSO,1
char_daniel_lazarus,PARTECIPA_COME_SOGGETTO,evt_queequeg_invites_narrator,0
evt_madness_onset,COME,CAMBIAMENTO_DI_STATO,1
evt_narrator_retires,COME,SACRIFICIO,0
char_peleg,PARTECIPA_COME_OPPONENTE_RIVALE,evt_settle_bill,0
evt_narwhale_description,PARTECIPA_COME_AMICO,char_queequeg,0
evt_killer_description,AVVIENE_DOPO,evt_dismissal,0
evt_dispersal,COME,RIVELAZIONE_SCOPERTA,0
char_commentator,PARTECIPA_COME_SOGGETTO,evt_killer_description,0
evt_narrator_conjures_queequeg,AVVIENE_DOPO,evt_dinner_announcement,0
evt_missed_packet,COME,RIVELAZIONE_SCOPERTA,0
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_narrator_waiting,0
char_starbuck,PARTECIPA_COME_SOGGETTO,evt_greenhorn_restored,0
evt_leicester_presentation,AVVIENE_IN,loc_breakfast_table,0
evt_leaving_ship,PARTECIPA_COME_DONATORE,char_queequeg,0
char_queen_bess,COME,SOGGETTO_EROE,0
evt_elijah_following,AVVIENE_DOPO,evt_ahab_persuasion,0
evt_whale_questions,AVVIENE_DOPO,evt_meditation_at_masthead,0
char_nathan_swain,PARTECIPA_COME_SOGGETTO,evt_night_watches,0
evt_captain_relents,COME,RITORNO,0
evt_landlord_offer,AVVIENE_DOPO,evt_queequeg_rises,0
evt_harpoon_test,PARTECIPA_COME_SPETTATORE_NEUTRALE,char_bildad,1
char_ship_captain,PARTECIPA_COME_DESTINANTE,evt_oath_ceremony,0
loc_boat,COME,IL_SALOTTO,0
evt_ship_spurns_suit,COME,SCONFITTA,0
loc_inn,COME,SPAZIO_STRATEGICO,0
evt_board_schooner,AVVIENE_DOPO,evt_wedding_feast_story,1
evt_book_explanation,PARTECIPA_COME_AIUTANTE_ALLEATO,char_queequeg,1
char_mealy_porpoise,PARTECIPA_COME_SOGGETTO,evt_voyage,0
char_mrs_hussey,PARTECIPA_COME_SOGGETTO,evt_first_masthead,0
evt_narrator_calls_landlord,AVVIENE_DOPO,evt_interrogation,0
evt_narrator_questions,COME,PREPARAZIONE,0
evt_squall,COME,VITTORIA,0
char_queequeg,PARTECIPA_COME_AMANTE_AMATO,evt_arrival,0
evt_discovery_spouter_inn,AVVIENE_IN,loc_queequeg_room,0
evt_door_burst,AVVIENE_DOPO,evt_queequeg_found,1
evt_thrasher_description,COME,ESPOSIZIONE,0
loc_arctic_seas,COME,CAMPO_DI_BATTAGLIA,0
evt_jonah_repentance,PARTECIPA_COME_SOGGETTO,char_stubb,0
evt_disobedience,AVVIENE_DOPO,evt_moby_dick_revelation,0
evt_queequeg_dressing,AVVIENE_DOPO,evt_sail_acushnet_river,0
char_narrator,PARTECIPA_COME_SOGGETTO,evt_consultation,0
evt_whale_crew_death,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_moby_dick_revelation,0
evt_ahab_cape_horn,PARTECIPA_COME_CONIUGE_FAMILIARE,char_ahab,0
evt_narwhale_description,AVVIENE_IN,loc_water,0
char_jonah,PARTECIPA_COME_DONATORE,evt_casting_lots,0
evt_dough_boy_torment,PARTECIPA_COME_SOGGETTO,evt_exploration,0
evt_queequeg_embraces_narrator,AVVIENE_DOPO,evt_queequeg_embraces_narrator,0
loc_battery,COME,AL_CHIUSO,0
loc_bed,COME,SPAZIO_STRATEGICO,0
evt_arrival,COME,PREDICAMENTO,0
char_ishmael,PROVIENE_DA,loc_corlears_hook,0
evt_ishmael_approaches,AVVIENE_DOPO,evt_inspection,0
char_egyptians,PARTECIPA_COME_SOGGETTO,evt_stubb_mending,0
evt_harpooneer_idol_worship,AVVIENE_DOPO,evt_harpooneer_undresses,1
char_willis_ellery,PARTECIPA_COME_SOGGETTO,evt_narrator_tries_garment,0
evt_arrival,AVVIENE_IN,loc_tropics,0
char_ishmael,PARTECIPA_COME_OPPONENTE_RIVALE,evt_contemplation_water,0
char_mrs_hussey,PARTECIPA_COME_DESTINANTE,evt_harpoon_missing,0
evt_supper,AVVIENE_DOPO,evt_father_mapple_kneels,0
evt_jonah_prayer,AVVIENE_DOPO,evt_queequeg_rises,0
evt_dyspepsia_discussion,AVVIENE_DOPO,evt_breakfast,1
evt_queequeg_rises,AVVIENE_DOPO,evt_peleg_kick,0
char_michael,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_address,0
evt_narrator_sings_out,COME,RIVELAZIONE_SCOPERTA,0
evt_narrator_ponders,AVVIENE_DOPO,evt_queequeg_becomes_whaleman,0
evt_standing_masthead,COME,ALLEANZA_PATTO,0
evt_elijah_encounter,COME,RITORNO,0
evt_pursuit,COME,PREPARAZIONE,0
evt_harpoon_preparation,COME,PREPARAZIONE,1
evt_whale_hunting,AVVIENE_DOPO,evt_cod_chowder,0
evt_elijah_following,PARTECIPA_COME_DESTINATARIO,char_queequeg,0
char_starbuck,COME,DESTINANTE_MANDANTE,0
evt_queequeg_found,AVVIENE_IN,loc_atlantic,0
evt_whale_emergence,COME,SPOSTAMENTO_VIAGGIO,0
evt_whale_hunting,AVVIENE_DOPO,evt_elijah_encounter,0
evt_whale_encounters,AVVIENE_DOPO,evt_captain_relents,0
evt_peleg_kick,COME,SPOSTAMENTO_VIAGGIO,0
obj_harpoons,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_jonah_awakens,0
char_jonah,COME,FALSO_EROE,0
evt_queequeg_found,COME,SACRIFICIO,0
evt_boarding,AVVIENE_DOPO,evt_jonah_repentance,0
char_narrator,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_supper,0
evt_harpoon_test,PARTECIPA_COME_AIUTANTE_ALLEATO,char_bildad,0
obj_painting,PARTECIPA_COME_SOGGETTO,evt_razor_back_description,0
evt_jonah_mission,AVVIENE_DOPO,evt_landlord_explains,0
evt_queequeg_vows,COME,PREPARAZIONE,1
evt_harpoon_confiscation,COME,TRADIMENTO_ROTTURA,0
evt_queequeg_threatens,AVVIENE_DOPO,evt_inquiry,0
char_peleg,COME,OGGETTO_DI_VALORE,0
char_mrs_hussey,PARTECIPA_COME_SOGGETTO,evt_father_mapple_reads_hymn,0
char_moby_dick,PARTECIPA_COME_AMICO,evt_whale_encounters,0
evt_queequeg_tells_story,COME,RIVELAZIONE_SCOPERTA,1
evt_moby_dick_revelation,COME,ESPOSIZIONE,0
evt_breakfast,COME,RIVELAZIONE_SCOPERTA,0
char_greenhorn,PARTECIPA_COME_SOGGETTO,evt_whale_hunting,0
evt_deliverance,AVVIENE_DOPO,evt_charity_provisioning,0
evt_ishmael_supper,AVVIENE_IN,ship_devildam,0
evt_dusting_grammars,COME,SPOSTAMENTO_VIAGGIO,0
char_grampus,COME,DONATORE_FORNITORE,0
char_spanish_sailor,PARTECIPA_COME_OPPONENTE_RIVALE,evt_inquiry,0
char_bildad,PARTECIPA_COME_OPPONENTE_RIVALE,evt_church_encounter,0
evt_chambermaid_called,COME,LOTTA_SCONTRO,0
char_mary_morrel,PARTECIPA_COME_SOGGETTO,evt_jonah_awakens,0
char_obed_macy,PARTECIPA_COME_SOGGETTO,evt_swearing_in,0
char_ishmael,PROVIENE_DA,loc_docks,0
evt_right_whale_description,COME,ESPOSIZIONE,1
evt_return_ashore,AVVIENE_IN,loc_harbor,0
evt_queequeg_threatens,AVVIENE_IN,loc_masthead,0
char_sperm_whale,PARTECIPA_COME_AMICO,evt_essex_destroyed,0
evt_father_mapple_approaches_pulpit,COME,RIVELAZIONE_SCOPERTA,0
char_ahab,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_raving,0
char_congregation,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_congregation_condenses,0
evt_lay_negotiation,AVVIENE_IN,loc_cabin,1
evt_storm,AVVIENE_DOPO,evt_narrator_retires,0
evt_clam_chowder,COME,RITORNO,0
char_god,PARTECIPA_COME_SOGGETTO,evt_canoe_ambush,0
evt_ishmael_observes,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_night_watches,0
evt_inquiry,AVVIENE_IN,loc_masthead,0
evt_whale_encounters,COME,LOTTA_SCONTRO,1
evt_elijah_encounter,AVVIENE_IN,loc_deck,0
evt_filling_goblets,COME,SACRIFICIO,0
char_jonah,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_whale_vomits,1
evt_queequeg_still_sitting,COME,VITTORIA,0
evt_dispersal,AVVIENE_IN,loc_ahab_cabin,0
evt_childhood_memory,COME,RIVELAZIONE_SCOPERTA,1
evt_quarrel,PARTECIPA_COME_SPETTATORE_NEUTRALE,char_queequeg,0
evt_ishmael_supper,COME,SCONFITTA,0
evt_charity_gift,AVVIENE_DOPO,evt_ship_departs,0
evt_bildad_sermon,AVVIENE_IN,loc_mainmast,0
evt_boom_breaks_loose,COME,PREDICAMENTO,1
char_ahab,PARTECIPA_COME_DESTINANTE,evt_narrator_arrives,0
evt_gold_offering,AVVIENE_DOPO,evt_sea_storm,0
evt_narrator_calls_landlord,AVVIENE_DOPO,evt_queequeg_threatens,1
char_nelson,PARTECIPA_COME_SOGGETTO,evt_huzza_porpoise_description,0
char_mealy_porpoise,PARTECIPA_COME_DESTINATARIO,evt_mealy_porpoise_description,0
char_queequeg,PARTECIPA_COME_OPPONENTE_RIVALE,evt_narrator_meets_queequeg,0
evt_jonah_repentance,COME,RITORNO,0
char_earl_leicester,PARTECIPA_COME_AMANTE_AMATO,evt_leicester_presentation,0
evt_grampus_description,AVVIENE_DOPO,evt_narrator_calls_landlord,0
evt_address,PARTECIPA_COME_SOGGETTO,char_ishmael,0
char_landlord,PARTECIPA_COME_DONATORE,evt_algerine_porpoise_description,0
evt_door_burst,COME,PREPARAZIONE,0
evt_narrator_sleeps,AVVIENE_DOPO,evt_queequeg_shaving,0
char_jonah,PARTECIPA_COME_DESTINATARIO,evt_disobedience,0
char_captain,PARTECIPA_COME_OPPONENTE_RIVALE,evt_recovery_appearance,0
char_queequeg,PARTECIPA_COME_DESTINATARIO,evt_harpooneer_arrives,0
char_narrator,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_painting_study,0
char_landlord,PARTECIPA_COME_DESTINATARIO,evt_landlord_arrives,0
evt_narrator_questions,COME,ALLEANZA_PATTO,0
loc_cabin,COME,AL_CHIUSO,1
char_ahab,PARTECIPA_COME_SOGGETTO,evt_passage_home,1
evt_queequeg_springs_into_bed,AVVIENE_DOPO,evt_light_extinguished,1
char_ishmael,PARTECIPA_COME_SOGGETTO,evt_congregation_condenses,0
char_daniel_lazarus,PARTECIPA_COME_SOGGETTO,evt_morning_walk,0
char_bildad,PARTECIPA_COME_SOGGETTO,evt_interview,1
evt_preparations,PARTECIPA_COME_SOGGETTO,char_ishmael,0
char_seth_macy,PARTECIPA_COME_SOGGETTO,evt_bulkington_helm,0
char_ahab,PARTECIPA_COME_DESTINATARIO,evt_voyage,0
evt_landlord_arrives,AVVIENE_DOPO,evt_narrator_calls_landlord,1
evt_pursuit,COME,VITTORIA,0
evt_narrator_deliberates,COME,PREDICAMENTO,1
char_queequeg,PARTECIPA_COME_SOGGETTO,evt_whale_attack,0
evt_speaker_calls_god,AVVIENE_DOPO,evt_morning_walk,0
evt_departure,AVVIENE_DOPO,evt_planning,0
char_mates,PARTECIPA_COME_SOGGETTO,evt_harpoon_found,0
evt_southern_voyage,PARTECIPA_COME_SOGGETTO,char_queequeg,0
char_tashtego,COME,DESTINANTE_MANDANTE,0
char_gabriel,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_rumor_spread,0
evt_sermon_conclusion,AVVIENE_DOPO,evt_decision,0
char_cook,COME,DESTINANTE_MANDANTE,0
evt_elijah_encounter,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_harpooneers_dinner,0
char_elijah,COME,OGGETTO_DI_VALORE,0
evt_board_pequod,AVVIENE_IN,loc_bedroom,0
evt_frobisher_presentation,AVVIENE_DOPO,evt_boom_breaks_loose,0
char_mates,PARTECIPA_COME_SOGGETTO,evt_alarm,0
evt_narrator_conjures_queequeg,AVVIENE_DOPO,evt_queequeg_springs_into_bed,0
loc_atlantic,COME,AL_CHIUSO,0
loc_ship,COME,SPAZIO_AFFETTIVO,0
char_ishmael,PARTECIPA_COME_SOGGETTO,evt_contemplation_water,1
evt_landlord_offer,AVVIENE_DOPO,evt_mates_dinner,0
char_queequeg,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_sulphur_bottom_description,0
char_ahab,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_recovery_appearance,0
evt_supper,AVVIENE_IN,loc_breakfast_table,0
evt_jonah_sleeps,AVVIENE_IN,loc_main_mast,0
char_tashtego,PARTECIPA_COME_AMICO,evt_whale_hunt,0
loc_pacific_coast,COME,ALL_APERTO,0
char_three_harpooneers,PARTECIPA_COME_DESTINATARIO,evt_leicester_presentation,0
char_narrator,PARTECIPA_COME_DESTINATARIO,evt_peleg_warning,1
evt_captain_hardy_killed,COME,SCONFITTA,1
char_bildad,PARTECIPA_COME_OPPONENTE_RIVALE,evt_lay_negotiation,1
evt_narrator_ponders,COME,SPOSTAMENTO_VIAGGIO,0
evt_father_mapple_mounts_ladder,AVVIENE_DOPO,evt_disobedience,0
evt_planning,AVVIENE_IN,loc_bedroom,1
char_captain,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_queequeg_plans_return,0
evt_huzza_porpoise_description,AVVIENE_IN,ship_pequod,0
evt_father_mapple_approaches_pulpit,AVVIENE_DOPO,evt_father_mapple_removes_clothes,1
evt_disobedience,COME,TRADIMENTO_ROTTURA,1
char_ahab_child,PARTECIPA_COME_SOGGETTO,evt_boarding,0
evt_mrs_hussey_appears,AVVIENE_DOPO,evt_ahab_confession,0
evt_southern_voyage,AVVIENE_IN,loc_mast,0
char_narwhale,COME,OPPONENTE_ANTAGONISTA,0
evt_mates_dinner,AVVIENE_DOPO,evt_ahab_dinner,1
