head,relation,tail,label
evt_jekyll_dinner,PARTECIPA_COME_OPPONENTE_RIVALE,char_jekyll,0
evt_visitor_arrival,AVVIENE_DOPO,evt_creation_pgaf,0
char_inspector,PARTECIPA_COME_SOGGETTO,evt_final_statement,0
char_jekyll,PARTECIPA_COME_OPPONENTE_RIVALE,evt_return_home,0
evt_visit_lanyon,AVVIENE_DOPO,evt_redemption,0
loc_hotel,COME,CAMPO_DI_BATTAGLIA,0
evt_house_preparation,AVVIENE_IN,loc_jekyll_house,0
obj_will,PARTECIPA_COME_DESTINATARIO,evt_story_telling,0
loc_window,COME,SPAZIO_STRATEGICO,0
evt_utterson_writes_jekyll,AVVIENE_IN,loc_dining_room,0
char_aged_gentleman,COME,AIUTANTE_MAGICO,0
char_danvers,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_murder,1
char_small_man,PARTECIPA_COME_SOGGETTO,evt_transformation_court,0
obj_phial,PARTECIPA_COME_SOGGETTO,evt_walk,0
char_woman,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_woman_encounter,1
loc_yard,COME,AL_CHIUSO,0
loc_soho,PROVIENE_DA,loc_surgical_theatre,0
evt_origination,AVVIENE_IN,loc_cabinet,0
evt_utterson_jekyll_conversation,COME,LOTTA_SCONTRO,0
evt_gaze,AVVIENE_DOPO,evt_window_shut,0
person_hart,PARTECIPA_COME_DESTINANTE,evt_hotel_arrival,0
evt_house_preparation,AVVIENE_IN,loc_jekyll_house,0
evt_discovery,COME,TRADIMENTO_ROTTURA,0
char_poole,PARTECIPA_COME_SOGGETTO,evt_poole_reveals_suspicion,1
evt_first_transformation,COME,CAMBIAMENTO_DI_STATO,1
evt_drug_failure,COME,RIVELAZIONE_SCOPERTA,0
char_inspector,COME,DONATORE_FORNITORE,0
evt_departure,AVVIENE_DOPO,evt_sleep,0
evt_bank_account,AVVIENE_DOPO,evt_utterson_visits_lanyon,0
evt_utterson_visits_jekyll,COME,RIVELAZIONE_SCOPERTA,0
evt_return_to_jekyll,AVVIENE_IN,loc_bystreet,0
loc_jekyll_cabinet,COME,ALL_APERTO,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_sleepless_night,1
evt_utterson_opens_envelope,AVVIENE_DOPO,evt_door_opening,0
char_poole,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_return_home,0
char_edward_hyde,PARTECIPA_COME_DONATORE,evt_cheque_payment,0
char_lanyon,COME,DESTINATARIO_BENEFICIARIO,1
obj_book,PARTECIPA_COME_DESTINANTE,evt_jekyll_promise,0
evt_transformation,AVVIENE_DOPO,evt_bank_account,0
evt_butler_conversation,PARTECIPA_COME_DESTINATARIO,char_poole,0
char_utterson,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_preparation_for_attack,0
loc_private_room,COME,AL_CHIUSO,1
evt_utterson_explanation,AVVIENE_IN,loc_fairbanks,0
obj_drug,PARTECIPA_COME_SOGGETTO,evt_hyde_enters_house,0
evt_invitation,PARTECIPA_COME_SOGGETTO,char_jekyll,0
evt_voice_from_cabinet,AVVIENE_IN,loc_window,0
evt_house_preparation,AVVIENE_IN,loc_soho_house,1
char_edward_hyde,PARTECIPA_COME_OPPONENTE_RIVALE,evt_cabinet_examination,0
evt_servants_gathered,AVVIENE_IN,loc_laboratory,0
evt_temptation_again,AVVIENE_DOPO,evt_destruction_papers,0
char_poole,PARTECIPA_COME_SOGGETTO,evt_revelation,0
char_danvers,COME,DESTINATARIO_BENEFICIARIO,0
evt_reverse_transformation,COME,TRADIMENTO_ROTTURA,0
char_woman,PARTECIPA_COME_SOGGETTO,evt_pleasures_seeking,0
evt_murder_danvers,AVVIENE_DOPO,evt_awakening,0
evt_conversation_lanyon,AVVIENE_DOPO,evt_visit_lanyon,1
char_child,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_confrontation,0
obj_phial,PARTECIPA_COME_SOGGETTO,evt_first_transformation,0
evt_payment,AVVIENE_DOPO,evt_drawer_retrieval,0
char_utterson,COME,DONATORE_FORNITORE,0
person_hart,PARTECIPA_COME_SOGGETTO,evt_letter_handed,0
evt_jekyll_request,COME,PREDICAMENTO,0
char_child,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_confrontation,0
char_poole,PARTECIPA_COME_SOGGETTO,evt_conversation_lanyon,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_mixture_preparation,0
char_butler,PARTECIPA_COME_AMICO,char_lanyon,0
char_woman,COME,DESTINANTE_MANDANTE,0
char_poole,PARTECIPA_COME_SOGGETTO,evt_jekyll_letter_received,0
char_girl,COME,DESTINANTE_MANDANTE,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_encounter_hyde,0
evt_utterson_jekyll_conversation,AVVIENE_IN,loc_door,0
evt_first_transformation,AVVIENE_IN,loc_laboratory,1
loc_cavendish_square,COME,SPAZIO_AFFETTIVO,0
char_jekyll,PARTECIPA_COME_DESTINANTE,evt_terror,0
evt_temptation_again,COME,ALLEANZA_PATTO,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_utterson_demands_entry,1
evt_distribution,COME,LOTTA_SCONTRO,0
evt_conversation_lanyon,AVVIENE_IN,loc_chambers,0
evt_birth,COME,ESPOSIZIONE,1
loc_soho_room,COME,CAMPO_DI_BATTAGLIA,0
person_newby,PARTECIPA_COME_SOGGETTO,evt_murder_danvers,0
char_poole,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_will_creation,0
evt_poole_sees_figure,AVVIENE_DOPO,evt_sunday_walk,0
loc_kitchen,COME,AL_CHIUSO,1
loc_jekyll_room,COME,SPAZIO_AFFETTIVO,0
evt_utterson_opens_envelope,AVVIENE_IN,loc_hyde_house,0
evt_confrontation,AVVIENE_DOPO,evt_visit_lanyon,0
char_butler,PARTECIPA_COME_SOGGETTO,evt_jekyll_confined,0
evt_visit_jekyll_house,AVVIENE_DOPO,evt_transformation,0
evt_pleasures_seeking,COME,LOTTA_SCONTRO,1
evt_donations,AVVIENE_DOPO,evt_decision_to_break_door,0
evt_poole_confession,COME,SACRIFICIO,0
evt_enter_court,AVVIENE_DOPO,evt_conversation_street,1
evt_poole_questions_voice,COME,PREPARAZIONE,0
evt_voice_from_cabinet,AVVIENE_DOPO,evt_double_dose,0
evt_awakening,AVVIENE_DOPO,evt_departure,0
evt_drawer_retrieval,AVVIENE_IN,loc_door,0
evt_door_opening,AVVIENE_DOPO,evt_choice,0
char_jekyll,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_jekyll_replies,0
evt_transformation_back,COME,PREDICAMENTO,0
evt_walk,AVVIENE_DOPO,evt_night_in_chambers,0
char_driver,PARTECIPA_COME_SOGGETTO,evt_utterson_visits_jekyll,0
obj_drawer,PARTECIPA_COME_DESTINATARIO,evt_utterson_explanation,0
evt_woman_encounter,AVVIENE_DOPO,evt_utterson_informed,0
char_jekyll,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_hyde_dictates,1
evt_return_home,COME,LOTTA_SCONTRO,0
evt_waiting,AVVIENE_IN,loc_bystreet,0
char_danvers,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_jekyll_seclusion,0
evt_mixture_preparation,AVVIENE_DOPO,evt_remorse,0
char_jekyll,PARTECIPA_COME_DESTINANTE,evt_payment,0
char_lanyon,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_jekyll_request,0
char_hyde,PARTECIPA_COME_OPPONENTE_RIVALE,evt_revelation,0
evt_building_search,AVVIENE_DOPO,evt_servants_gathered,0
evt_visit_jekyll_house,COME,RIVELAZIONE_SCOPERTA,0
char_cook,PARTECIPA_COME_SOGGETTO,evt_envelope_discovery,0
evt_payment,AVVIENE_DOPO,evt_confrontation,1
evt_signature,AVVIENE_DOPO,evt_bank_account,1
evt_poole_identifies_hyde,COME,PREDICAMENTO,0
evt_choice,AVVIENE_DOPO,evt_sleep,0
evt_waiting,AVVIENE_DOPO,evt_letter_writing,1
evt_utterson_explanation,AVVIENE_IN,loc_kitchen,1
evt_visit_lanyon,AVVIENE_DOPO,evt_preparation_for_attack,0
evt_creation_pgaf,AVVIENE_IN,loc_chambers,0
obj_powders,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_visit_lanyon,0
evt_utterson_visits_lanyon,AVVIENE_DOPO,evt_woman_encounter,0
obj_phial,PARTECIPA_COME_SOGGETTO,evt_visit_lanyon,0
evt_final_transformation,AVVIENE_DOPO,evt_cruelty_to_child,0
loc_consulting_room,COME,AL_CHIUSO,1
loc_web,COME,AL_CHIUSO,0
evt_medicine_orders,COME,PREDICAMENTO,1
char_girl,PARTECIPA_COME_SOGGETTO,evt_pleasures_seeking,0
evt_reading_will,AVVIENE_DOPO,evt_dinner,1
char_lanyon,COME,AIUTANTE_MAGICO,0
char_jekyll,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_transformation_court,0
evt_enter_court,AVVIENE_IN,loc_lane,0
evt_voice_from_cabinet,AVVIENE_IN,loc_back_passage,0
loc_london,COME,LA_STRADA,0
evt_lanyon_receives_letter,COME,RIVELAZIONE_SCOPERTA,0
obj_book,COME,SOGGETTO_EROE,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_gaze,0
evt_cheque_payment,AVVIENE_DOPO,evt_dinner,0
evt_double_dose,COME,CAMBIAMENTO_DI_STATO,1
evt_utterson_opens_envelope,AVVIENE_DOPO,evt_envelope_discovery,0
obj_will,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_medicine_orders,0
char_carew,PARTECIPA_COME_AMICO,evt_murder,0
char_inspector,PARTECIPA_COME_SOGGETTO,evt_hyde_house_search,1
evt_invitation,AVVIENE_DOPO,evt_utterson_demands_entry,0
char_danvers,PARTECIPA_COME_SOGGETTO,org_pgaf,0
evt_butler_conversation,COME,ALLEANZA_PATTO,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_sleepless_night,0
loc_by_street,COME,IL_CASTELLO,0
char_utterson,COME,DESTINANTE_MANDANTE,0
evt_final_transformation,AVVIENE_DOPO,evt_confrontation,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_plan_lanyon,0
char_girl,PARTECIPA_COME_SOGGETTO,evt_letter_reading,0
evt_walk,AVVIENE_DOPO,evt_examination,0
evt_decision_to_break_door,COME,PREPARAZIONE,1
char_utterson,PARTECIPA_COME_SOGGETTO,evt_transformation_discovery,0
loc_by_street_door,COME,ALL_APERTO,0
evt_reading_will,AVVIENE_DOPO,evt_jekyll_seclusion,0
evt_waiting,AVVIENE_IN,loc_cabinet,0
loc_consulting_room,COME,CAMPO_DI_BATTAGLIA,0
char_danvers,PARTECIPA_COME_DESTINATARIO,evt_jekyll_request,0
evt_drug_failure,COME,SCONFITTA,1
evt_hyde_disappears,AVVIENE_DOPO,evt_jekyll_request,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_visitor_arrival,1
evt_door_opening,AVVIENE_DOPO,evt_night_journey,0
char_servants,COME,OPPONENTE_ANTAGONISTA,0
char_small_man,PARTECIPA_COME_SOGGETTO,evt_conversation_lanyon,0
evt_final_statement,AVVIENE_IN,loc_kitchen,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_plan_lanyon,0
evt_utterson_identifies_body,AVVIENE_DOPO,evt_walk,0
evt_utterson_informed,AVVIENE_DOPO,evt_utterson_jekyll_conversation,0
char_girl,PARTECIPA_COME_SOGGETTO,evt_enter_court,0
evt_voice_from_cabinet,COME,PREPARAZIONE,0
evt_encounter_hyde,COME,ALLEANZA_PATTO,0
char_jekyll,PARTECIPA_COME_DESTINANTE,evt_jekyll_seclusion,0
char_lanyon,PARTECIPA_COME_DESTINATARIO,evt_lanyon_shock,0
evt_waiting_in_theatre,AVVIENE_IN,loc_soho_house,0
char_servants,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_greeting,0
evt_murder,COME,ESPOSIZIONE,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_conversation_lanyon,1
char_utterson,PARTECIPA_COME_SOGGETTO,evt_mixture_preparation,0
evt_gaze,AVVIENE_DOPO,evt_walk,1
evt_enter_court,AVVIENE_DOPO,evt_murder,0
char_hyde,PARTECIPA_COME_SOGGETTO,evt_utterson_dinner_jan8,0
evt_pleasures_seeking,AVVIENE_DOPO,evt_letter_reading,0
char_hyde,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_body_discovery,1
evt_cabinet_examination,COME,CAMBIAMENTO_DI_STATO,0
evt_jekyll_refusal,AVVIENE_DOPO,evt_invitation,1
evt_bank_visit,AVVIENE_DOPO,evt_pleasures_seeking,0
evt_night_journey,AVVIENE_DOPO,evt_house_preparation,0
evt_letter_writing,COME,PREPARAZIONE,1
evt_night_journey,AVVIENE_IN,loc_jekyll_room,0
evt_creation_pgaf,AVVIENE_DOPO,evt_temptation_again,0
char_cook,PARTECIPA_COME_SOGGETTO,evt_story_telling,0
evt_utterson_explanation,AVVIENE_DOPO,evt_awakening,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_poole_reveals_suspicion,0
evt_double_dose,AVVIENE_DOPO,evt_birth,0
evt_utterson_opens_envelope,AVVIENE_DOPO,evt_utterson_identifies_body,0
evt_transformation,AVVIENE_IN,loc_consulting_room,1
char_henry_jekyll,PARTECIPA_COME_SOGGETTO,evt_butler_conversation,0
evt_murder_danvers,AVVIENE_DOPO,evt_drawer_retrieval,0
evt_lanyon_rejects_jekyll,AVVIENE_DOPO,evt_utterson_informed,0
char_jekyll,PARTECIPA_COME_OPPONENTE_RIVALE,evt_poole_confession,0
evt_mixture_preparation,AVVIENE_DOPO,evt_news_murder,0
org_pgaf,PROVIENE_DA,loc_kitchen,0
evt_night_journey,AVVIENE_IN,loc_hyde_house,0
obj_drawer,PARTECIPA_COME_DESTINATARIO,evt_jekyll_request,0
evt_walk,COME,RIVELAZIONE_SCOPERTA,0
char_utterson,PARTECIPA_COME_DESTINANTE,evt_greeting,0
char_kinsman,PARTECIPA_COME_SOGGETTO,evt_pleasures_seeking,0
evt_utterson_demands_entry,AVVIENE_IN,loc_window,0
char_utterson,PARTECIPA_COME_OPPONENTE_RIVALE,evt_jekyll_replies,0
evt_redemption,AVVIENE_DOPO,evt_conversation_lanyon,0
char_poole,PARTECIPA_COME_SOGGETTO,evt_poole_confession,1
loc_saltlake,COME,AL_CHIUSO,1
evt_departure,AVVIENE_DOPO,evt_drawer_retrieval,0
evt_reverse_transformation,AVVIENE_DOPO,evt_enter_court,0
evt_building_search,AVVIENE_DOPO,evt_mixture_preparation,0
evt_plan_lanyon,AVVIENE_DOPO,evt_reflection,0
char_poole,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_poole_confession,0
obj_confession,PARTECIPA_COME_DESTINATARIO,evt_jekyll_replies,0
evt_transformation_back,COME,PREPARAZIONE,0
obj_letters,PARTECIPA_COME_SOGGETTO,evt_double_dose,0
evt_haunting_door,AVVIENE_IN,loc_by_street_door,0
obj_will,PARTECIPA_COME_SOGGETTO,evt_gaze,0
char_child,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_visitor_arrival,0
evt_bank_visit,AVVIENE_DOPO,evt_gaze,0
evt_conversation_lanyon,COME,PREDICAMENTO,0
evt_conversation_lanyon,COME,PREPARAZIONE,0
evt_conversation_lanyon,AVVIENE_DOPO,evt_enter_court,0
loc_saltlake,COME,SPAZIO_AFFETTIVO,0
char_jekyll,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_greeting,1
evt_lanyon_meeting,AVVIENE_IN,loc_soho_house,0
loc_jekyll_house,COME,RIFUGIO,1
char_enfield,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_examination,0
loc_theatre,COME,LA_SOGLIA,0
char_jekyll,PARTECIPA_COME_DESTINANTE,evt_cruelty,0
evt_letter_handed,AVVIENE_IN,loc_utterson_house,0
evt_collision,COME,LOTTA_SCONTRO,1
char_utterson,PARTECIPA_COME_OPPONENTE_RIVALE,evt_utterson_reflection,0
evt_jekyll_window,AVVIENE_IN,loc_window,1
evt_temptation_again,AVVIENE_DOPO,evt_utterson_reflection,0
evt_redemption,AVVIENE_DOPO,evt_birth,0
char_hyde,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_greeting,0
loc_jekyll_house,COME,LA_STRADA,0
char_carew,COME,OGGETTO_DI_VALORE,1
char_utterson,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_utterson_explanation,0
char_cook,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_greeting,0
evt_poole_questions_voice,AVVIENE_DOPO,evt_footsteps_heard,0
evt_examination,AVVIENE_DOPO,evt_walk,0
char_utterson,PARTECIPA_COME_SOGGETTO,evt_utterson_visits_lanyon,1
char_jekyll,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_jekyll_seclusion_deepens,0
char_jekyll,PARTECIPA_COME_DESTINANTE,evt_utterson_visits_jekyll,0
char_utterson,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_gaze,0
evt_utterson_explanation,AVVIENE_IN,loc_utterson_office,0
char_carew,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_murder,1
evt_final_statement,AVVIENE_IN,loc_jekyll_house,1
char_utterson,PARTECIPA_COME_DESTINATARIO,evt_poole_reveals_suspicion,1
char_henry_jekyll,PARTECIPA_COME_SOGGETTO,evt_first_transformation,1
char_child,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_plan_lanyon,0
evt_transformation_discovery,COME,RIVELAZIONE_SCOPERTA,1
evt_poole_reveals_suspicion,AVVIENE_DOPO,evt_walk,0
evt_letter_reading,AVVIENE_DOPO,evt_terror,0
evt_utterson_writes_jekyll,AVVIENE_DOPO,evt_sleepless_night,0
evt_window_shut,AVVIENE_DOPO,evt_window_shut,0
evt_cruelty,COME,PREDICAMENTO,0
evt_lanyon_death,COME,ESPOSIZIONE,0
char_hyde,PARTECIPA_COME_SOGGETTO,evt_letter_writing,1
char_child,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_return_to_jekyll,0
obj_drawer,PARTECIPA_COME_DESTINATARIO,evt_poole_identifies_hyde,0
char_jekyll,PARTECIPA_COME_AMICO,evt_transformation_back,0
evt_bank_visit,AVVIENE_IN,loc_bank,1
char_hyde,PARTECIPA_COME_SOGGETTO,evt_transformation,1
evt_hyde_dictates,AVVIENE_IN,loc_jekyll_house,1
org_pg,PARTECIPA_COME_SOGGETTO,evt_jekyll_refusal,0
org_pg,PARTECIPA_COME_AMICO,char_jekyll,0
org_pgaf,COME,SOGGETTO_EROE,0
evt_night_in_chambers,AVVIENE_IN,loc_maid_house,0
char_carew,PARTECIPA_COME_SOGGETTO,evt_cab_ride,0
evt_relapse,AVVIENE_DOPO,evt_poole_reveals_suspicion,0
evt_hyde_house_search,AVVIENE_DOPO,evt_utterson_dinner_jan8,0
evt_maid_faints,AVVIENE_DOPO,evt_jekyll_confined,0
obj_will,COME,DESTINATARIO_BENEFICIARIO,0
evt_footsteps_heard,AVVIENE_IN,loc_web,0
char_cook,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_decision_to_break_door,0
evt_pleasures_seeking,COME,ALLEANZA_PATTO,0
evt_will_creation,AVVIENE_DOPO,evt_jekyll_request,0
evt_cabinet_examination,AVVIENE_DOPO,evt_poole_sees_figure,0
evt_bank_account,COME,ALLEANZA_PATTO,0
evt_will_creation,COME,CAMBIAMENTO_DI_STATO,0
evt_drug_creation,AVVIENE_DOPO,evt_first_transformation,0
evt_encounter_hyde,AVVIENE_DOPO,evt_haunting_door,1
evt_destruction_papers,AVVIENE_IN,loc_jekyll_house,0
char_maid,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_drug_failure,0
char_poole,PARTECIPA_COME_SOGGETTO,evt_will_creation,0
char_girl,PARTECIPA_COME_SOGGETTO,evt_conversation_street,0
evt_pleasures_seeking,AVVIENE_DOPO,evt_will_creation,1
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_jekyll_replies,1
char_carew,PARTECIPA_COME_DESTINANTE,evt_reading_will,0
evt_police_called,AVVIENE_DOPO,evt_journey_to_jekyll,0
char_kinsman,PARTECIPA_COME_OPPONENTE_RIVALE,evt_confrontation,1
evt_jekyll_replies,COME,TRADIMENTO_ROTTURA,0
evt_repeated_transformations,COME,LOTTA_SCONTRO,1
loc_lane,COME,LA_SOGLIA,0
evt_distribution,COME,CAMBIAMENTO_DI_STATO,0
char_cheque_drawer,PARTECIPA_COME_SOGGETTO,evt_decision_to_break_door,0
loc_jekyll_laboratory,COME,LA_SOGLIA,0
loc_dining_room,COME,AL_CHIUSO,1
person_newby,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_preparation_for_attack,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_jekyll_window,1
evt_greeting,AVVIENE_IN,loc_fireside,0
evt_utterson_reads_letter,COME,CAMBIAMENTO_DI_STATO,0
evt_origination,AVVIENE_DOPO,,1
char_utterson,PARTECIPA_COME_SOGGETTO,evt_voice_pleads_mercy,0
char_hyde,PARTECIPA_COME_OPPONENTE_RIVALE,evt_envelope_burned,0
loc_laboratory,COME,LA_STRADA,0
evt_jekyll_request,AVVIENE_DOPO,evt_redemption,0
char_utterson,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_utterson_dinner_jan8,0
char_girl,COME,OGGETTO_DI_VALORE,1
evt_first_transformation,COME,PREPARAZIONE,0
loc_soho_room,COME,LA_STRADA,0
evt_poole_confession,AVVIENE_DOPO,evt_poole_visit,1
char_hyde,PARTECIPA_COME_OPPONENTE_RIVALE,evt_letter_handed,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_pleasures_seeking,0
person_hart,COME,DONATORE_FORNITORE,0
person_newby,PARTECIPA_COME_SPETTATORE_NEUTRALE,evt_terror,0
evt_hyde_disappears,AVVIENE_DOPO,evt_pleasures_seeking,0
evt_sleep,AVVIENE_IN,loc_private_cabinet,0
char_cook,PARTECIPA_COME_SOGGETTO,evt_cruelty_to_child,0
evt_journey_to_jekyll,AVVIENE_DOPO,evt_choice,0
loc_regent_park,COME,RIFUGIO,0
evt_transformation_court,AVVIENE_IN,loc_court,1
char_jekyll,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_visit_lanyon,0
evt_footsteps_heard,COME,RIVELAZIONE_SCOPERTA,1
evt_murder,AVVIENE_IN,loc_lane,1
char_poole,PARTECIPA_COME_SOGGETTO,evt_drug_failure,0
char_hyde,PARTECIPA_COME_SOGGETTO,evt_police_called,0
evt_window_shut,AVVIENE_IN,loc_square,0
evt_utterson_dinner_jan8,AVVIENE_IN,loc_web,0
loc_cavendish_square,COME,LA_SOGLIA,1
evt_letter_reading,AVVIENE_DOPO,evt_window_shut,0
evt_hotel_arrival,AVVIENE_DOPO,evt_escape_plan,1
evt_visit_lanyon,AVVIENE_DOPO,evt_utterson_visits_lanyon,0
evt_enter_court,AVVIENE_IN,loc_saltlake,0
evt_redemption,AVVIENE_DOPO,evt_news_murder,1
char_utterson,PARTECIPA_COME_SOGGETTO,evt_door_breaking,1
loc_soho_room,COME,IL_CASTELLO,0
evt_woman_encounter,AVVIENE_DOPO,evt_terror,0
char_lanyon,PARTECIPA_COME_DONATORE,evt_utterson_dinner_jan8,0
evt_escape_plan,COME,ALLEANZA_PATTO,0
char_hyde,PARTECIPA_COME_OPPONENTE_RIVALE,evt_confrontation,1
loc_laboratory,COME,SPAZIO_AFFETTIVO,0
evt_choice,AVVIENE_DOPO,evt_double_dose,0
char_edward_hyde,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_cruelty_to_child,0
evt_transformation_court,AVVIENE_IN,loc_cabinet,0
evt_dinner,AVVIENE_IN,loc_by_street_door,0
char_kinsman,PARTECIPA_COME_SOGGETTO,evt_lanyon_funeral,0
evt_cabinet_examination,AVVIENE_DOPO,evt_building_search,1
evt_escape_plan,COME,PREPARAZIONE,1
char_utterson,PARTECIPA_COME_SOGGETTO,evt_reverse_transformation,0
evt_jekyll_confined,AVVIENE_IN,loc_study,0
evt_utterson_explanation,AVVIENE_IN,loc_soho_room,0
evt_birth,AVVIENE_DOPO,evt_hyde_disappears,0
evt_hyde_enters_house,AVVIENE_DOPO,evt_encounter_hyde,1
char_henry_jekyll,PARTECIPA_COME_AMICO,evt_first_transformation,0
evt_will_creation,COME,ESPOSIZIONE,0
evt_confrontation,AVVIENE_IN,loc_square,0
char_hyde,PARTECIPA_COME_SOGGETTO,evt_encounter_hyde,0
char_cheque_drawer,COME,SOGGETTO_EROE,1
char_cheque_drawer,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_cheque_payment,0
evt_haunting_door,AVVIENE_DOPO,evt_scientific_studies,0
evt_collision,AVVIENE_IN,loc_yard,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_examination,1
evt_house_preparation,AVVIENE_IN,loc_bystreet,0
evt_jekyll_request,COME,CAMBIAMENTO_DI_STATO,0
loc_jekyll_cabinet,COME,SPAZIO_AFFETTIVO,0
char_utterson,PARTECIPA_COME_AMICO,char_jekyll,1
evt_examination,AVVIENE_DOPO,evt_voice_pleads_mercy,0
loc_utterson_house,COME,CAMPO_DI_BATTAGLIA,0
char_carew,PARTECIPA_COME_SOGGETTO,evt_plan_lanyon,0
char_small_man,PARTECIPA_COME_SOGGETTO,evt_drug_failure,0
char_hyde,PARTECIPA_COME_SOGGETTO,evt_hyde_house_search,0
char_jekyll,PARTECIPA_COME_SOGGETTO,evt_butler_conversation,0
evt_journey_to_jekyll,COME,RIVELAZIONE_SCOPERTA,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_visit_lanyon,1
evt_story_telling,AVVIENE_DOPO,evt_sunday_walk,1
char_carew,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_night_journey,0
char_maid,PARTECIPA_COME_SOGGETTO,evt_night_journey,0
evt_relapse,AVVIENE_DOPO,evt_birth,0
char_danvers,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_utterson_summoned,0
char_lanyon,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_lanyon_rejects_jekyll,0
person_hart,PARTECIPA_COME_DESTINANTE,evt_origination,1
evt_creation_pgaf,AVVIENE_IN,loc_fairbanks,1
char_housemaid,PARTECIPA_COME_OGGETTO_BERSAGLIO,evt_hyde_dictates,0
evt_plan_lanyon,AVVIENE_DOPO,evt_utterson_reflection,0
char_lanyon,PARTECIPA_COME_DESTINATARIO,evt_utterson_reflection,0
char_lanyon,PARTECIPA_COME_SOGGETTO,evt_return_to_jekyll,0
evt_decision_to_break_door,AVVIENE_IN,loc_corridor,0
char_utterson,PROVIENE_DA,loc_study,0
char_danvers,PARTECIPA_COME_AIUTANTE_ALLEATO,evt_arrival_at_house,0
evt_walk,COME,ESPOSIZIONE,1
evt_murder,COME,RIVELAZIONE_SCOPERTA,0
evt_first_transformation,AVVIENE_DOPO,evt_drug_creation,1
evt_window_shut,AVVIENE_DOPO,evt_poole_sees_figure,0
evt_return_to_jekyll,AVVIENE_IN,loc_business_room,0
evt_discovery,AVVIENE_DOPO,evt_poole_identifies_hyde,0
evt_jekyll_window,AVVIENE_IN,loc_cellar,0
evt_donations,COME,RIVELAZIONE_SCOPERTA,0
char_utterson,PARTECIPA_COME_AMICO,evt_waiting_in_theatre,0
char_utterson,COME,OGGETTO_DI_VALORE,0
char_maid,PARTECIPA_COME_DESTINANTE,evt_murder,0
char_edward_hyde,COME,OPPONENTE_ANTAGONISTA,1
evt_mixture_preparation,AVVIENE_DOPO,evt_reverse_transformation,0
evt_final_statement,AVVIENE_IN,loc_saltlake,0
obj_drug,COME,SOGGETTO_EROE,0
loc_web,COME,AL_CHIUSO,0
evt_utterson_visits_lanyon,AVVIENE_DOPO,evt_footsteps_heard,0
evt_utterson_reflection,COME,SPOSTAMENTO_VIAGGIO,0
